82.2977 	WARNING 	User requested fullscreen with size [1280  720], but screen is actually [1920, 1080]. Using actual size
84.9729 	EXP 	Created no_shape_2 = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, draggable=False, fillColor=array([-1, -1, -1]), fillColorSpace='rgb', fillRGB=array([-1, -1, -1]), interpolate=True, lineColor=array([-1., -1., -1.]), lineColorSpace='rgb', lineRGB=array([-1, -1, -1]), lineWidth=1.0, name='no_shape_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
84.9730 	EXP 	window1: mouseVisible = True
84.9758 	EXP 	Created feedback_text_training = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='feedback_text_training', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
84.9759 	EXP 	window1: mouseVisible = True
84.9768 	EXP 	Created text_ssd = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_ssd', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
84.9769 	EXP 	window1: mouseVisible = True
84.9905 	EXP 	Created text_start_task = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_start_task', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
84.9906 	EXP 	window1: mouseVisible = True
84.9924 	EXP 	Created fixation_cross = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-1.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='fixation_cross', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.1, 0.1]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
84.9933 	EXP 	window1: mouseVisible = True
84.9949 	EXP 	Created go_rectangle = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-1.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([-1., -1., -1.]), lineColorSpace='rgb', lineRGB=array([-1, -1, -1]), lineWidth=1.0, name='go_rectangle', opacity=1.0, ori=1.0, pos=array([0., 0.]), size=array([1., 1.]), units='height', vertices=ndarray(...), win=Window(...))
84.9950 	EXP 	window1: mouseVisible = True
84.9968 	EXP 	Created stop_signal_triangle = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-2.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([-1., -1., -1.]), lineColorSpace='rgb', lineRGB=array([-1, -1, -1]), lineWidth=1.0, name='stop_signal_triangle', opacity=1.0, ori=1.0, pos=array([0., 0.]), size=array([1., 1.]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
84.9969 	EXP 	window1: mouseVisible = True
84.9983 	EXP 	Created no_shape = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, draggable=False, fillColor=array([-1, -1, -1]), fillColorSpace='rgb', fillRGB=array([-1, -1, -1]), interpolate=True, lineColor=array([-1., -1., -1.]), lineColorSpace='rgb', lineRGB=array([-1, -1, -1]), lineWidth=1.0, name='no_shape', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
84.9984 	EXP 	window1: mouseVisible = True
84.9993 	EXP 	Created feedback_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='feedback_text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
84.9995 	EXP 	window1: mouseVisible = True
85.0096 	EXP 	Created break1_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='break1_text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
85.0097 	EXP 	window1: mouseVisible = True
85.0151 	EXP 	Created end_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='end_text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
0.0046 	EXP 	welcome_text: autoDraw = True
3.2643 	EXP 	welcome_text: autoDraw = False
3.2643 	EXP 	condition_image: autoDraw = True
4.8967 	EXP 	Created sequence: sequential, trialTypes=1, nReps=36, seed=None
4.8969 	EXP 	New trial (rep=0, index=0): None
4.9114 	EXP 	condition_image: autoDraw = False
4.9114 	EXP 	fixation_cross_training: autoDraw = True
5.4617 	EXP 	fixation_cross_training: autoDraw = False
5.4617 	EXP 	fixation_cross_training: autoDraw = False
5.4617 	EXP 	go_rectangle_training: fillColor = <psychopy.colors.Color: white, alpha=1.0>
5.4617 	EXP 	go_rectangle_training: ori = 0.0
5.4617 	EXP 	stop_signal_triangle_training: fillColor = <psychopy.colors.Color: blue, alpha=1.0>
5.4617 	EXP 	stop_signal_triangle_training: ori = 0.0
5.4617 	EXP 	go_rectangle_training: autoDraw = True
5.6448 	EXP 	stop_signal_triangle_training: autoDraw = True
5.6614 	EXP 	go_rectangle_training: autoDraw = False
6.1446 	EXP 	stop_signal_triangle_training: autoDraw = False
6.1446 	EXP 	go_rectangle_training: autoDraw = False
6.1446 	EXP 	stop_signal_triangle_training: autoDraw = False
6.1446 	EXP 	no_shape_2: autoDraw = True
7.1446 	EXP 	no_shape_2: autoDraw = False
7.1446 	EXP 	no_shape_2: autoDraw = False
7.1446 	EXP 	feedback_text_training: height = 0.05
7.1446 	EXP 	feedback_text_training: height = 0.05
7.1446 	EXP 	feedback_text_training: height = 0.05
7.1446 	EXP 	feedback_text_training: text = 'incorrect, -1 \n total = -1'
7.1446 	EXP 	feedback_text_training: autoDraw = True
8.1286 	EXP 	New trial (rep=1, index=0): None
8.1442 	EXP 	feedback_text_training: autoDraw = False
8.1442 	EXP 	feedback_text_training: autoDraw = False
8.1442 	EXP 	fixation_cross_training: autoDraw = True
8.8275 	EXP 	fixation_cross_training: autoDraw = False
8.8275 	EXP 	fixation_cross_training: autoDraw = False
8.8275 	EXP 	go_rectangle_training: fillColor = <psychopy.colors.Color: white, alpha=1.0>
8.8275 	EXP 	go_rectangle_training: ori = 0.0
8.8275 	EXP 	stop_signal_triangle_training: fillColor = <psychopy.colors.Color: white, alpha=1.0>
8.8275 	EXP 	stop_signal_triangle_training: ori = 0.0
8.8275 	EXP 	go_rectangle_training: autoDraw = True
9.0111 	EXP 	stop_signal_triangle_training: autoDraw = True
9.0276 	EXP 	go_rectangle_training: autoDraw = False
9.1279 	EXP 	go_rectangle_training: autoDraw = False
9.1279 	EXP 	stop_signal_triangle_training: autoDraw = False
9.1279 	EXP 	no_shape_2: autoDraw = True
10.1275 	EXP 	no_shape_2: autoDraw = False
10.1275 	EXP 	no_shape_2: autoDraw = False
10.1275 	EXP 	feedback_text_training: height = 0.05
10.1275 	EXP 	feedback_text_training: height = 0.05
10.1275 	EXP 	feedback_text_training: height = 0.05
10.1275 	EXP 	feedback_text_training: text = 'incorrect, -3 \n total = -4'
10.1275 	EXP 	feedback_text_training: autoDraw = True
11.1118 	EXP 	New trial (rep=2, index=0): None
11.1273 	EXP 	feedback_text_training: autoDraw = False
11.1273 	EXP 	feedback_text_training: autoDraw = False
11.1273 	EXP 	fixation_cross_training: autoDraw = True
12.4105 	EXP 	fixation_cross_training: autoDraw = False
12.4105 	EXP 	fixation_cross_training: autoDraw = False
12.4105 	EXP 	go_rectangle_training: fillColor = <psychopy.colors.Color: blue, alpha=1.0>
12.4105 	EXP 	go_rectangle_training: ori = 0.0
12.4105 	EXP 	stop_signal_triangle_training: fillColor = <psychopy.colors.Color: white, alpha=1.0>
12.4105 	EXP 	stop_signal_triangle_training: ori = 0.0
12.4105 	EXP 	go_rectangle_training: autoDraw = True
12.6771 	EXP 	go_rectangle_training: autoDraw = False
12.6771 	EXP 	stop_signal_triangle_training: autoDraw = False
12.6771 	EXP 	no_shape_2: autoDraw = True
13.6766 	EXP 	no_shape_2: autoDraw = False
13.6766 	EXP 	no_shape_2: autoDraw = False
13.6766 	EXP 	feedback_text_training: height = 0.05
13.6766 	EXP 	feedback_text_training: height = 0.05
13.6766 	EXP 	feedback_text_training: height = 0.05
13.6766 	EXP 	feedback_text_training: text = 'correct, +1 \n total = -3'
13.6766 	EXP 	feedback_text_training: autoDraw = True
14.6611 	EXP 	New trial (rep=3, index=0): None
14.6768 	EXP 	feedback_text_training: autoDraw = False
14.6768 	EXP 	feedback_text_training: autoDraw = False
14.6768 	EXP 	fixation_cross_training: autoDraw = True
15.6767 	EXP 	fixation_cross_training: autoDraw = False
15.6767 	EXP 	fixation_cross_training: autoDraw = False
15.6767 	EXP 	go_rectangle_training: fillColor = <psychopy.colors.Color: white, alpha=1.0>
15.6767 	EXP 	go_rectangle_training: ori = 0.0
15.6767 	EXP 	stop_signal_triangle_training: fillColor = <psychopy.colors.Color: white, alpha=1.0>
15.6767 	EXP 	stop_signal_triangle_training: ori = 0.0
15.6767 	EXP 	go_rectangle_training: autoDraw = True
15.9765 	EXP 	go_rectangle_training: autoDraw = False
15.9765 	EXP 	stop_signal_triangle_training: autoDraw = False
15.9765 	EXP 	no_shape_2: autoDraw = True
16.9764 	EXP 	no_shape_2: autoDraw = False
16.9764 	EXP 	no_shape_2: autoDraw = False
16.9764 	EXP 	feedback_text_training: height = 0.05
16.9764 	EXP 	feedback_text_training: height = 0.05
16.9764 	EXP 	feedback_text_training: height = 0.05
16.9764 	EXP 	feedback_text_training: text = 'correct, +1 \n total = -2'
16.9764 	EXP 	feedback_text_training: autoDraw = True
17.9609 	EXP 	New trial (rep=4, index=0): None
17.9762 	EXP 	feedback_text_training: autoDraw = False
17.9762 	EXP 	feedback_text_training: autoDraw = False
17.9762 	EXP 	fixation_cross_training: autoDraw = True
18.7261 	EXP 	fixation_cross_training: autoDraw = False
18.7261 	EXP 	fixation_cross_training: autoDraw = False
18.7261 	EXP 	go_rectangle_training: fillColor = <psychopy.colors.Color: blue, alpha=1.0>
18.7261 	EXP 	go_rectangle_training: ori = 0.0
18.7261 	EXP 	stop_signal_triangle_training: fillColor = <psychopy.colors.Color: white, alpha=1.0>
18.7261 	EXP 	stop_signal_triangle_training: ori = 0.0
18.7261 	EXP 	go_rectangle_training: autoDraw = True
19.0928 	EXP 	go_rectangle_training: autoDraw = False
19.0928 	EXP 	stop_signal_triangle_training: autoDraw = False
19.0928 	EXP 	no_shape_2: autoDraw = True
20.0927 	EXP 	no_shape_2: autoDraw = False
20.0927 	EXP 	no_shape_2: autoDraw = False
20.0927 	EXP 	feedback_text_training: height = 0.05
20.0927 	EXP 	feedback_text_training: height = 0.05
20.0927 	EXP 	feedback_text_training: height = 0.05
20.0927 	EXP 	feedback_text_training: text = 'correct, +1 \n total = -1'
20.0927 	EXP 	feedback_text_training: autoDraw = True
21.0766 	EXP 	New trial (rep=5, index=0): None
21.0925 	EXP 	feedback_text_training: autoDraw = False
21.0925 	EXP 	feedback_text_training: autoDraw = False
21.0925 	EXP 	fixation_cross_training: autoDraw = True
22.3428 	EXP 	fixation_cross_training: autoDraw = False
22.3428 	EXP 	fixation_cross_training: autoDraw = False
22.3428 	EXP 	go_rectangle_training: fillColor = <psychopy.colors.Color: white, alpha=1.0>
22.3428 	EXP 	go_rectangle_training: ori = 0.0
22.3428 	EXP 	stop_signal_triangle_training: fillColor = <psychopy.colors.Color: white, alpha=1.0>
22.3428 	EXP 	stop_signal_triangle_training: ori = 0.0
22.3428 	EXP 	go_rectangle_training: autoDraw = True
22.5922 	EXP 	go_rectangle_training: autoDraw = False
22.5922 	EXP 	stop_signal_triangle_training: autoDraw = False
22.5922 	EXP 	no_shape_2: autoDraw = True
23.5920 	EXP 	no_shape_2: autoDraw = False
23.5920 	EXP 	no_shape_2: autoDraw = False
23.5920 	EXP 	feedback_text_training: height = 0.05
23.5920 	EXP 	feedback_text_training: height = 0.05
23.5920 	EXP 	feedback_text_training: height = 0.05
23.5920 	EXP 	feedback_text_training: text = 'correct, +1 \n total = 0'
23.5920 	EXP 	feedback_text_training: autoDraw = True
24.5765 	EXP 	New trial (rep=6, index=0): None
24.5918 	EXP 	feedback_text_training: autoDraw = False
24.5918 	EXP 	feedback_text_training: autoDraw = False
24.5918 	EXP 	fixation_cross_training: autoDraw = True
25.1086 	EXP 	fixation_cross_training: autoDraw = False
25.1086 	EXP 	fixation_cross_training: autoDraw = False
25.1086 	EXP 	go_rectangle_training: fillColor = <psychopy.colors.Color: white, alpha=1.0>
25.1086 	EXP 	go_rectangle_training: ori = 0.0
25.1086 	EXP 	stop_signal_triangle_training: fillColor = <psychopy.colors.Color: white, alpha=1.0>
25.1086 	EXP 	stop_signal_triangle_training: ori = 0.0
25.1086 	EXP 	go_rectangle_training: autoDraw = True
25.4753 	EXP 	go_rectangle_training: autoDraw = False
25.4753 	EXP 	stop_signal_triangle_training: autoDraw = False
25.4753 	EXP 	no_shape_2: autoDraw = True
26.4756 	EXP 	no_shape_2: autoDraw = False
26.4756 	EXP 	no_shape_2: autoDraw = False
26.4756 	EXP 	feedback_text_training: height = 0.05
26.4756 	EXP 	feedback_text_training: height = 0.05
26.4756 	EXP 	feedback_text_training: height = 0.05
26.4756 	EXP 	feedback_text_training: text = 'correct, +1 \n total = 1'
26.4756 	EXP 	feedback_text_training: autoDraw = True
27.4590 	EXP 	New trial (rep=7, index=0): None
27.4748 	EXP 	feedback_text_training: autoDraw = False
27.4748 	EXP 	feedback_text_training: autoDraw = False
27.4748 	EXP 	fixation_cross_training: autoDraw = True
28.0584 	EXP 	fixation_cross_training: autoDraw = False
28.0584 	EXP 	fixation_cross_training: autoDraw = False
28.0584 	EXP 	go_rectangle_training: fillColor = <psychopy.colors.Color: blue, alpha=1.0>
28.0584 	EXP 	go_rectangle_training: ori = 0.0
28.0584 	EXP 	stop_signal_triangle_training: fillColor = <psychopy.colors.Color: white, alpha=1.0>
28.0584 	EXP 	stop_signal_triangle_training: ori = 0.0
28.0584 	EXP 	go_rectangle_training: autoDraw = True
28.3581 	EXP 	go_rectangle_training: autoDraw = False
28.3581 	EXP 	stop_signal_triangle_training: autoDraw = False
28.3581 	EXP 	no_shape_2: autoDraw = True
29.3579 	EXP 	no_shape_2: autoDraw = False
29.3579 	EXP 	no_shape_2: autoDraw = False
29.3579 	EXP 	feedback_text_training: height = 0.05
29.3579 	EXP 	feedback_text_training: height = 0.05
29.3579 	EXP 	feedback_text_training: height = 0.05
29.3579 	EXP 	feedback_text_training: text = 'correct, +1 \n total = 2'
29.3579 	EXP 	feedback_text_training: autoDraw = True
30.3420 	EXP 	New trial (rep=8, index=0): None
30.3577 	EXP 	feedback_text_training: autoDraw = False
30.3577 	EXP 	feedback_text_training: autoDraw = False
30.3577 	EXP 	fixation_cross_training: autoDraw = True
31.7409 	EXP 	fixation_cross_training: autoDraw = False
31.7409 	EXP 	fixation_cross_training: autoDraw = False
31.7409 	EXP 	go_rectangle_training: fillColor = <psychopy.colors.Color: white, alpha=1.0>
31.7409 	EXP 	go_rectangle_training: ori = 0.0
31.7409 	EXP 	stop_signal_triangle_training: fillColor = <psychopy.colors.Color: white, alpha=1.0>
31.7409 	EXP 	stop_signal_triangle_training: ori = 0.0
31.7409 	EXP 	go_rectangle_training: autoDraw = True
31.8743 	EXP 	stop_signal_triangle_training: autoDraw = True
31.8911 	EXP 	go_rectangle_training: autoDraw = False
32.3743 	EXP 	stop_signal_triangle_training: autoDraw = False
32.3743 	EXP 	go_rectangle_training: autoDraw = False
32.3743 	EXP 	stop_signal_triangle_training: autoDraw = False
32.3743 	EXP 	no_shape_2: autoDraw = True
33.3741 	EXP 	no_shape_2: autoDraw = False
33.3741 	EXP 	no_shape_2: autoDraw = False
33.3741 	EXP 	feedback_text_training: height = 0.05
33.3741 	EXP 	feedback_text_training: height = 0.05
33.3741 	EXP 	feedback_text_training: height = 0.05
33.3741 	EXP 	feedback_text_training: text = 'correct, +3 \n total = 5'
33.3741 	EXP 	feedback_text_training: autoDraw = True
34.3582 	EXP 	New trial (rep=9, index=0): None
34.3738 	EXP 	feedback_text_training: autoDraw = False
34.3738 	EXP 	feedback_text_training: autoDraw = False
34.3738 	EXP 	fixation_cross_training: autoDraw = True
35.7238 	EXP 	fixation_cross_training: autoDraw = False
35.7238 	EXP 	fixation_cross_training: autoDraw = False
35.7238 	EXP 	go_rectangle_training: fillColor = <psychopy.colors.Color: white, alpha=1.0>
35.7238 	EXP 	go_rectangle_training: ori = 0.0
35.7238 	EXP 	stop_signal_triangle_training: fillColor = <psychopy.colors.Color: blue, alpha=1.0>
35.7238 	EXP 	stop_signal_triangle_training: ori = 0.0
35.7238 	EXP 	go_rectangle_training: autoDraw = True
35.8571 	EXP 	stop_signal_triangle_training: autoDraw = True
35.8738 	EXP 	go_rectangle_training: autoDraw = False
35.9902 	EXP 	go_rectangle_training: autoDraw = False
35.9902 	EXP 	stop_signal_triangle_training: autoDraw = False
35.9902 	EXP 	no_shape_2: autoDraw = True
36.9903 	EXP 	no_shape_2: autoDraw = False
36.9903 	EXP 	no_shape_2: autoDraw = False
36.9903 	EXP 	feedback_text_training: height = 0.05
36.9903 	EXP 	feedback_text_training: height = 0.05
36.9903 	EXP 	feedback_text_training: height = 0.05
36.9903 	EXP 	feedback_text_training: text = 'correct, +1 \n total = 6'
36.9903 	EXP 	feedback_text_training: autoDraw = True
37.9741 	EXP 	New trial (rep=10, index=0): None
37.9899 	EXP 	feedback_text_training: autoDraw = False
37.9899 	EXP 	feedback_text_training: autoDraw = False
37.9899 	EXP 	fixation_cross_training: autoDraw = True
39.0067 	EXP 	fixation_cross_training: autoDraw = False
39.0067 	EXP 	fixation_cross_training: autoDraw = False
39.0067 	EXP 	go_rectangle_training: fillColor = <psychopy.colors.Color: blue, alpha=1.0>
39.0067 	EXP 	go_rectangle_training: ori = 0.0
39.0067 	EXP 	stop_signal_triangle_training: fillColor = <psychopy.colors.Color: white, alpha=1.0>
39.0067 	EXP 	stop_signal_triangle_training: ori = 0.0
39.0067 	EXP 	go_rectangle_training: autoDraw = True
39.5065 	EXP 	go_rectangle_training: autoDraw = False
39.5065 	EXP 	stop_signal_triangle_training: autoDraw = False
39.5065 	EXP 	no_shape_2: autoDraw = True
40.5064 	EXP 	no_shape_2: autoDraw = False
40.5064 	EXP 	no_shape_2: autoDraw = False
40.5064 	EXP 	feedback_text_training: height = 0.05
40.5064 	EXP 	feedback_text_training: height = 0.05
40.5064 	EXP 	feedback_text_training: height = 0.05
40.5064 	EXP 	feedback_text_training: text = 'correct, +1 \n total = 7'
40.5064 	EXP 	feedback_text_training: autoDraw = True
41.4911 	EXP 	New trial (rep=11, index=0): None
41.5063 	EXP 	feedback_text_training: autoDraw = False
41.5063 	EXP 	feedback_text_training: autoDraw = False
41.5063 	EXP 	fixation_cross_training: autoDraw = True
42.1894 	EXP 	fixation_cross_training: autoDraw = False
42.1894 	EXP 	fixation_cross_training: autoDraw = False
42.1894 	EXP 	go_rectangle_training: fillColor = <psychopy.colors.Color: white, alpha=1.0>
42.1894 	EXP 	go_rectangle_training: ori = 0.0
42.1894 	EXP 	stop_signal_triangle_training: fillColor = <psychopy.colors.Color: white, alpha=1.0>
42.1894 	EXP 	stop_signal_triangle_training: ori = 0.0
42.1894 	EXP 	go_rectangle_training: autoDraw = True
42.6561 	EXP 	go_rectangle_training: autoDraw = False
42.6561 	EXP 	stop_signal_triangle_training: autoDraw = False
42.6561 	EXP 	no_shape_2: autoDraw = True
43.6559 	EXP 	no_shape_2: autoDraw = False
43.6559 	EXP 	no_shape_2: autoDraw = False
43.6559 	EXP 	feedback_text_training: height = 0.05
43.6559 	EXP 	feedback_text_training: height = 0.05
43.6559 	EXP 	feedback_text_training: height = 0.05
43.6559 	EXP 	feedback_text_training: text = 'correct, +1 \n total = 8'
43.6559 	EXP 	feedback_text_training: autoDraw = True
